lat,lon,dhw,sst,ssta
-14.675,146.225,6.52,29.56,1.26
-14.675,146.475,8.15,29.65,1.37
-14.675,146.725,9.22,29.74,1.45
-14.675,146.975,9.58,29.81,1.52
-14.675,147.225,9.16,29.91,1.64
-14.675,147.475,8.38,29.91,1.65
-14.675,147.725,7.93,29.7,1.45
-14.675,147.975,8.76,29.74,1.48
-14.675,148.225,9.21,29.79,1.53
-14.675,148.475,9.5,29.75,1.5
-14.675,148.725,9.29,29.78,1.51
-14.675,148.975,8.73,29.82,1.58
-14.675,149.225,8.64,29.84,1.63
-14.675,149.475,10.4,29.75,1.56
-14.675,149.725,11.13,29.75,1.55
-14.675,149.975,11.14,29.71,1.53
-14.675,150.225,10.69,29.73,1.57
-14.675,150.475,10.74,29.78,1.65
-14.675,150.725,10.46,29.86,1.77
-14.675,150.975,10.11,29.94,1.78
-14.675,151.225,10.28,29.98,1.78
-14.675,151.475,9.4,29.98,1.78
-14.675,151.725,10.43,29.96,1.74
-14.675,151.975,9.06,29.98,1.74
-14.675,152.225,8.5,29.94,1.68
-14.675,152.475,8.04,29.97,1.69
-14.675,152.725,7.34,30.01,1.67
-14.675,152.975,7.59,30.02,1.63
-14.675,153.225,8.35,30.1,1.7
-14.675,153.475,8.16,30.03,1.6
-14.675,153.725,7.79,30.07,1.59
-14.675,153.975,6.97,30.1,1.64
-14.725,145.125,7.26,29.04,0.91
-14.725,145.375,6.27,29.04,0.92
-14.725,145.625,7.24,29.26,1.09
-14.725,145.875,7.98,29.47,1.23
-14.725,146.125,6.61,29.51,1.22
-14.725,146.375,7.74,29.62,1.32
-14.725,146.625,9.11,29.71,1.43
-14.725,146.875,9.55,29.79,1.5
-14.725,147.125,9.44,29.86,1.59
-14.725,147.375,8.38,29.96,1.7
-14.725,147.625,7.96,29.74,1.49
-14.725,147.875,8.52,29.73,1.48
-14.725,148.125,9.1,29.76,1.51
-14.725,148.375,9.3,29.79,1.53
-14.725,148.625,9.39,29.74,1.47
-14.725,148.875,8.96,29.87,1.61
-14.725,149.125,8.45,29.84,1.62
-14.725,149.375,9.7,29.8,1.61
-14.725,149.625,10.96,29.72,1.53
-14.725,149.875,11.03,29.76,1.58
-14.725,150.125,10.82,29.73,1.58
-14.725,150.375,10.52,29.79,1.65
-14.725,150.625,10.31,29.84,1.74
-14.725,150.875,10.1,29.92,1.79
-14.725,151.125,10.07,29.99,1.8
-14.725,151.375,9.79,30.03,1.83
-14.725,151.625,10.19,29.98,1.77
-14.725,151.875,9.46,29.98,1.75
-14.725,152.125,8.69,29.99,1.74
-14.725,152.375,7.96,29.98,1.72
-14.725,152.625,7.62,29.99,1.69
-14.725,152.875,7.46,30.06,1.7
-14.725,153.125,7.82,30.09,1.7
-14.725,153.375,8.39,30.08,1.66
-14.725,153.625,7.98,30.09,1.64
-14.725,153.875,6.56,30.1,1.64
-14.775,145.025,8.82,29.06,0.94
-14.775,145.275,7.1,29.03,0.91
-14.775,145.525,6.62,29.16,1.03
-14.775,145.775,8.59,29.38,1.18
-14.775,146.025,7.13,29.47,1.21
-14.775,146.275,8.1,29.57,1.27
-14.775,146.525,9.12,29.7,1.42
-14.775,146.775,9.91,29.78,1.49
-14.775,147.025,9.49,29.79,1.52
-14.775,147.275,8.43,29.86,1.62
-14.775,147.525,8.16,29.83,1.59
-14.775,147.775,7.96,29.76,1.52
-14.775,148.025,8.88,29.75,1.51
-14.775,148.275,8.99,29.79,1.53
-14.775,148.525,9.37,29.77,1.51
-14.775,148.775,9.34,29.8,1.54
-14.775,149.025,8.87,29.83,1.6
-14.775,149.275,8.86,29.86,1.66
-14.775,149.525,10.39,29.73,1.55
-14.775,149.775,10.8,29.77,1.59
-14.775,150.025,10.87,29.74,1.58
-14.775,150.275,10.49,29.77,1.63
-14.775,150.525,10.09,29.84,1.73
-14.775,150.775,9.98,29.91,1.81
-14.775,151.025,10.03,30.03,1.85
-14.775,151.275,9.94,30.06,1.86
-14.775,151.525,9.87,30.0,1.8
-14.775,151.775,10.03,29.99,1.76
-14.775,152.025,8.92,30.02,1.78
-14.775,152.275,8.34,29.95,1.7
-14.775,152.525,7.76,29.99,1.72
-14.775,152.775,7.09,30.04,1.71
-14.775,153.025,7.35,30.06,1.69
-14.775,153.275,8.24,30.12,1.71
-14.775,153.525,8.24,30.13,1.7
-14.775,153.775,6.95,30.11,1.65
-14.775,154.025,6.47,30.12,1.7
-14.825,145.225,7.35,29.04,0.91
-14.825,145.475,6.28,29.12,1.0
-14.825,145.725,8.17,29.32,1.15
-14.825,145.975,7.83,29.46,1.22
-14.825,146.225,8.19,29.56,1.27
-14.825,146.475,9.33,29.69,1.4
-14.825,146.725,10.2,29.78,1.5
-14.825,146.975,9.61,29.75,1.48
-14.825,147.225,8.41,29.76,1.53
-14.825,147.475,8.22,29.89,1.66
-14.825,147.725,8.09,29.78,1.55
-14.825,147.975,8.38,29.77,1.54
-14.825,148.225,9.08,29.77,1.53
-14.825,148.475,9.13,29.78,1.53
-14.825,148.725,9.1,29.73,1.47
-14.825,148.975,8.68,29.84,1.61
-14.825,149.225,8.42,29.87,1.67
-14.825,149.475,10.02,29.75,1.57
-14.825,149.725,10.46,29.77,1.6
-14.825,149.975,10.82,29.77,1.62
-14.825,150.225,10.34,29.8,1.66
-14.825,150.475,9.92,29.86,1.74
-14.825,150.725,9.81,29.93,1.84
-14.825,150.975,9.66,30.07,1.91
-14.825,151.225,9.89,30.1,1.91
-14.825,151.475,9.89,30.01,1.82
-14.825,151.725,9.69,29.99,1.77
-14.825,151.975,8.97,30.02,1.79
-14.825,152.225,8.48,29.95,1.71
-14.825,152.475,7.79,30.0,1.74
-14.825,152.725,7.17,30.01,1.7
-14.825,152.975,7.13,30.07,1.71
-14.825,153.225,7.84,30.1,1.69
-14.825,153.475,7.98,30.19,1.76
-14.825,153.725,6.89,30.13,1.68
-14.825,153.975,6.59,30.11,1.69
-14.875,145.275,6.7,29.02,0.9
-14.875,145.525,6.46,29.15,1.02
-14.875,145.775,8.78,29.37,1.2
-14.875,146.025,8.25,29.48,1.25
-14.875,146.275,8.8,29.6,1.32
-14.875,146.525,10.31,29.75,1.47
-14.875,146.775,10.27,29.77,1.49
-14.875,147.025,9.48,29.7,1.44
-14.875,147.275,8.06,29.73,1.52
-14.875,147.525,8.43,29.79,1.57
-14.875,147.775,8.06,29.78,1.57
-14.875,148.025,8.52,29.78,1.56
-14.875,148.275,8.8,29.76,1.53
-14.875,148.525,8.73,29.75,1.51
-14.875,148.775,8.96,29.74,1.49
-14.875,149.025,8.38,29.84,1.62
-14.875,149.275,8.46,29.84,1.65
-14.875,149.525,10.04,29.77,1.59
-14.875,149.775,10.51,29.81,1.65
-14.875,150.025,10.72,29.83,1.69
-14.875,150.275,9.81,29.87,1.74
-14.875,150.525,9.63,29.88,1.77
-14.875,150.775,9.63,30.01,1.91
-14.875,151.025,9.49,30.12,1.95
-14.875,151.275,9.6,30.12,1.94
-14.875,151.525,9.9,30.01,1.82
-14.875,151.775,9.39,30.0,1.78
-14.875,152.025,8.9,30.02,1.8
-14.875,152.275,8.47,29.96,1.72
-14.875,152.525,7.71,29.99,1.73
-14.875,152.775,7.14,30.02,1.7
-14.875,153.025,7.3,30.05,1.68
-14.875,153.275,7.67,30.13,1.71
-14.875,153.525,7.78,30.25,1.81
-14.875,153.775,6.81,30.13,1.69
-14.875,154.025,6.76,30.14,1.74
-14.925,145.475,6.2,29.1,0.98
-14.925,145.725,7.83,29.31,1.17
-14.925,145.975,8.82,29.49,1.28
-14.925,146.225,8.72,29.58,1.32
-14.925,146.475,10.49,29.73,1.45
-14.925,146.725,10.5,29.77,1.49
-14.925,146.975,9.5,29.69,1.43
-14.925,147.225,8.23,29.64,1.43
-14.925,147.475,8.6,29.78,1.58
-14.925,147.725,7.97,29.76,1.56
-14.925,147.975,8.28,29.8,1.6
-14.925,148.225,8.53,29.74,1.52
-14.925,148.475,8.51,29.78,1.55
-14.925,148.725,8.93,29.68,1.44
-14.925,148.975,8.5,29.84,1.62
-14.925,149.225,7.88,29.83,1.65
-14.925,149.475,9.23,29.79,1.61
-14.925,149.725,10.0,29.84,1.68
-14.925,149.975,10.59,29.88,1.74
-14.925,150.225,9.83,29.92,1.8
-14.925,150.475,9.37,29.9,1.79
-14.925,150.725,9.53,30.04,1.95
-14.925,150.975,9.05,30.15,2.0
-14.925,151.225,9.45,30.16,1.98
-14.925,151.475,9.84,30.02,1.84
-14.925,151.725,9.39,30.0,1.78
-14.925,151.975,8.96,29.99,1.77
-14.925,152.225,8.55,29.97,1.74
-14.925,152.475,7.72,30.0,1.74
-14.925,152.725,7.19,29.99,1.69
-14.925,152.975,7.63,30.07,1.71
-14.925,153.225,7.57,30.08,1.65
-14.925,153.475,7.74,30.32,1.87
-14.925,153.725,6.83,30.16,1.71
-14.925,153.975,7.21,30.16,1.76
-14.975,145.425,5.56,29.06,0.95
-14.975,145.675,6.92,29.24,1.12
-14.975,145.925,9.67,29.5,1.31
-14.975,146.175,9.27,29.57,1.33
-14.975,146.425,11.48,29.71,1.44
-14.975,146.675,10.76,29.76,1.48
-14.975,146.925,9.72,29.7,1.44
-14.975,147.175,8.7,29.57,1.36
-14.975,147.425,8.63,29.71,1.52
-14.975,147.675,8.3,29.69,1.5
-14.975,147.925,8.11,29.8,1.61
-14.975,148.175,8.57,29.74,1.55
-14.975,148.425,9.26,29.74,1.53
-14.975,148.675,8.6,29.64,1.41
-14.975,148.925,8.16,29.84,1.62
-14.975,149.175,7.71,29.83,1.65
-14.975,149.425,8.59,29.82,1.65
-14.975,149.675,9.5,29.88,1.72
-14.975,149.925,10.32,29.93,1.8
-14.975,150.175,9.78,29.96,1.85
-14.975,150.425,9.51,29.92,1.81
-14.975,150.675,9.21,30.06,1.97
-14.975,150.925,9.11,30.19,2.06
-14.975,151.175,9.19,30.19,2.02
-14.975,151.425,9.65,30.06,1.89
-14.975,151.675,9.14,30.01,1.81
-14.975,151.925,8.78,29.98,1.76
-14.975,152.175,8.7,29.97,1.75
-14.975,152.425,8.07,29.97,1.72
-14.975,152.675,7.54,29.99,1.69
-14.975,152.925,7.64,30.07,1.71
-14.975,153.175,7.76,30.08,1.66
-14.975,153.425,7.8,30.3,1.84
-14.975,153.675,7.35,30.2,1.75
-14.975,153.925,7.18,30.15,1.74
-15.025,145.375,4.87,29.02,0.91
-15.025,145.625,6.0,29.19,1.08
-15.025,145.875,9.18,29.49,1.33
-15.025,146.125,9.41,29.56,1.34
-15.025,146.375,11.48,29.7,1.45
-15.025,146.625,11.1,29.74,1.47
-15.025,146.875,10.09,29.7,1.44
-15.025,147.125,8.88,29.55,1.34
-15.025,147.375,8.31,29.63,1.46
-15.025,147.625,8.66,29.64,1.46
-15.025,147.875,8.24,29.78,1.6
-15.025,148.125,8.83,29.76,1.59
-15.025,148.375,9.01,29.71,1.52
-15.025,148.625,8.63,29.67,1.46
-15.025,148.875,8.48,29.85,1.63
-15.025,149.125,8.09,29.81,1.63
-15.025,149.375,7.84,29.84,1.67
-15.025,149.625,8.94,29.93,1.78
-15.025,149.875,9.97,29.98,1.85
-15.025,150.125,9.7,30.0,1.89
-15.025,150.375,9.05,29.93,1.83
-15.025,150.625,9.19,30.07,1.98
-15.025,150.875,8.6,30.22,2.11
-15.025,151.125,8.14,30.21,2.05
-15.025,151.375,9.38,30.11,1.95
-15.025,151.625,9.16,30.02,1.83
-15.025,151.875,8.84,29.98,1.77
-15.025,152.125,8.78,29.96,1.75
-15.025,152.375,8.43,29.96,1.71
-15.025,152.625,8.0,29.98,1.69
-15.025,152.875,7.6,30.04,1.69
-15.025,153.125,7.97,30.12,1.71
-15.025,153.375,7.62,30.23,1.77
-15.025,153.625,7.4,30.24,1.79
-15.025,153.875,7.14,30.17,1.76
-15.075,145.325,4.81,28.98,0.87
-15.075,145.575,4.8,29.17,1.06
-15.075,145.825,9.0,29.45,1.31
-15.075,146.075,9.5,29.58,1.37
-15.075,146.325,11.35,29.69,1.45
-15.075,146.575,11.94,29.72,1.47
-15.075,146.825,10.74,29.7,1.45
-15.075,147.075,9.48,29.55,1.33
-15.075,147.325,8.63,29.56,1.39
-15.075,147.575,8.83,29.63,1.46
-15.075,147.825,8.53,29.7,1.53
-15.075,148.075,8.56,29.78,1.62
-15.075,148.325,9.32,29.69,1.53
-15.075,148.575,9.15,29.7,1.51
-15.075,148.825,8.9,29.82,1.6
-15.075,149.075,8.65,29.83,1.65
-15.075,149.325,7.77,29.85,1.69
-15.075,149.575,8.63,29.98,1.83
-15.075,149.825,9.31,30.02,1.9
-15.075,150.075,9.26,30.01,1.91
-15.075,150.325,8.74,29.93,1.84
-15.075,150.575,8.91,30.08,2.0
-15.075,150.825,7.95,30.24,2.15
-15.075,151.075,7.91,30.23,2.09
-15.075,151.325,8.71,30.14,1.99
-15.075,151.575,8.96,30.02,1.85
-15.075,151.825,8.75,30.0,1.8
-15.075,152.075,9.01,29.95,1.74
-15.075,152.325,8.78,29.95,1.72
-15.075,152.575,7.68,29.96,1.68
-15.075,152.825,7.81,30.03,1.69
-15.075,153.075,8.15,30.17,1.77
-15.075,153.325,7.57,30.13,1.67
-15.075,153.575,7.54,30.28,1.82
-15.075,153.825,7.47,30.2,1.79
-15.125,145.225,4.34,28.93,0.81
-15.125,145.475,4.34,29.1,0.98
-15.125,145.725,6.44,29.32,1.2
-15.125,145.975,9.05,29.56,1.38
-15.125,146.225,10.91,29.67,1.44
-15.125,146.475,11.97,29.71,1.48
-15.125,146.725,11.25,29.69,1.44
-15.125,146.975,10.14,29.62,1.39
-15.125,147.225,8.64,29.48,1.3
-15.125,147.475,8.78,29.6,1.44
-15.125,147.725,8.49,29.61,1.46
-15.125,147.975,8.64,29.8,1.64
-15.125,148.225,9.71,29.73,1.58
-15.125,148.475,9.54,29.68,1.52
-15.125,148.725,9.05,29.75,1.55
-15.125,148.975,8.76,29.85,1.66
-15.125,149.225,7.91,29.85,1.69
-15.125,149.475,8.28,29.97,1.83
-15.125,149.725,8.92,30.05,1.93
-15.125,149.975,8.97,30.02,1.92
-15.125,150.225,8.53,29.93,1.85
-15.125,150.475,8.32,30.03,1.94
-15.125,150.725,7.74,30.22,2.15
-15.125,150.975,6.86,30.26,2.14
-15.125,151.225,7.75,30.15,2.0
-15.125,151.475,8.8,30.04,1.89
-15.125,151.725,9.02,29.98,1.8
-15.125,151.975,8.96,29.95,1.75
-15.125,152.225,9.05,29.97,1.76
-15.125,152.475,8.6,29.92,1.66
-15.125,152.725,8.02,30.02,1.7
-15.125,152.975,8.0,30.13,1.76
-15.125,153.225,7.84,30.14,1.7
-15.125,153.475,7.52,30.21,1.75
-15.125,153.725,7.35,30.2,1.77
-15.125,153.975,7.86,30.12,1.76
-15.175,145.375,3.85,29.0,0.88
-15.175,145.625,4.53,29.23,1.11
-15.175,145.875,8.46,29.5,1.36
-15.175,146.125,10.4,29.67,1.45
-15.175,146.375,11.76,29.73,1.51
-15.175,146.625,12.25,29.7,1.47
-15.175,146.875,11.05,29.67,1.43
-15.175,147.125,9.61,29.51,1.31
-15.175,147.375,8.91,29.5,1.33
-15.175,147.625,9.11,29.65,1.5
-15.175,147.875,8.54,29.76,1.6
-15.175,148.125,9.93,29.77,1.62
-15.175,148.375,10.06,29.63,1.5
-15.175,148.625,9.29,29.69,1.52
-15.175,148.875,8.93,29.87,1.68
-15.175,149.125,8.71,29.87,1.71
-15.175,149.375,7.58,29.95,1.81
-15.175,149.625,8.58,30.07,1.95
-15.175,149.875,8.96,30.05,1.95
-15.175,150.125,8.9,29.96,1.88
-15.175,150.375,8.45,29.97,1.89
-15.175,150.625,8.27,30.19,2.12
-15.175,150.875,7.02,30.24,2.15
-15.175,151.125,7.57,30.17,2.03
-15.175,151.375,8.74,30.05,1.91
-15.175,151.625,9.18,29.97,1.82
-15.175,151.875,9.06,29.97,1.78
-15.175,152.125,8.96,29.95,1.75
-15.175,152.375,9.12,29.94,1.72
-15.175,152.625,8.76,29.95,1.66
-15.175,152.875,8.09,30.04,1.69
-15.175,153.125,8.2,30.18,1.77
-15.175,153.375,7.51,30.1,1.65
-15.175,153.625,7.36,30.17,1.73
-15.175,153.875,7.8,30.21,1.83
-15.225,145.325,3.83,28.96,0.83
-15.225,145.575,3.91,29.21,1.08
-15.225,145.825,7.58,29.42,1.3
-15.225,146.075,9.97,29.67,1.47
-15.225,146.325,11.58,29.76,1.54
-15.225,146.575,12.38,29.73,1.51
-15.225,146.825,11.9,29.68,1.44
-15.225,147.075,9.89,29.56,1.35
-15.225,147.325,8.92,29.44,1.27
-15.225,147.575,9.26,29.67,1.52
-15.225,147.825,8.73,29.74,1.58
-15.225,148.075,9.72,29.76,1.61
-15.225,148.325,10.09,29.6,1.48
-15.225,148.575,9.69,29.64,1.49
-15.225,148.825,9.22,29.87,1.69
-15.225,149.075,8.6,29.89,1.72
-15.225,149.325,8.2,29.95,1.8
-15.225,149.575,8.32,30.08,1.96
-15.225,149.825,9.08,30.05,1.96
-15.225,150.075,8.7,29.94,1.86
-15.225,150.325,8.46,29.96,1.89
-15.225,150.575,8.64,30.18,2.12
-15.225,150.825,7.01,30.21,2.14
-15.225,151.075,7.22,30.16,2.03
-15.225,151.325,8.71,30.03,1.9
-15.225,151.575,9.08,29.97,1.84
-15.225,151.825,9.03,29.95,1.77
-15.225,152.075,8.84,29.95,1.76
-15.225,152.325,9.44,29.98,1.77
-15.225,152.575,9.1,29.91,1.65
-15.225,152.825,8.28,30.02,1.68
-15.225,153.075,8.25,30.15,1.76
-15.225,153.325,7.59,30.06,1.62
-15.225,153.575,7.5,30.11,1.67
-15.225,153.825,7.66,30.21,1.83
-15.275,145.275,3.64,28.94,0.79
-15.275,145.525,3.85,29.2,1.06
-15.275,145.775,6.35,29.33,1.22
-15.275,146.025,9.95,29.68,1.5
-15.275,146.275,11.51,29.8,1.58
-15.275,146.525,12.02,29.77,1.57
-15.275,146.775,12.19,29.71,1.49
-15.275,147.025,10.35,29.64,1.42
-15.275,147.275,9.61,29.41,1.22
-15.275,147.525,9.37,29.64,1.48
-15.275,147.775,9.26,29.75,1.59
-15.275,148.025,9.79,29.74,1.58
-15.275,148.275,10.6,29.57,1.44
-15.275,148.525,9.54,29.56,1.42
-15.275,148.775,9.41,29.83,1.66
-15.275,149.025,8.92,29.89,1.73
-15.275,149.275,8.5,29.95,1.8
-15.275,149.525,8.1,30.05,1.93
-15.275,149.775,8.91,30.03,1.94
-15.275,150.025,9.19,29.94,1.86
-15.275,150.275,8.49,29.96,1.89
-15.275,150.525,8.66,30.15,2.09
-15.275,150.775,7.14,30.18,2.12
-15.275,151.025,7.24,30.16,2.04
-15.275,151.275,8.26,30.04,1.92
-15.275,151.525,9.06,29.95,1.84
-15.275,151.775,9.2,29.93,1.77
-15.275,152.025,8.88,29.93,1.74
-15.275,152.275,9.65,29.97,1.77
-15.275,152.525,9.22,29.91,1.67
-15.275,152.775,8.33,29.97,1.65
-15.275,153.025,8.22,30.09,1.71
-15.275,153.275,7.88,30.06,1.64
-15.275,153.525,7.49,30.04,1.61
-15.275,153.775,7.6,30.14,1.75
-15.275,154.025,8.45,30.08,1.75
-15.325,145.475,3.37,29.16,1.0
-15.325,145.725,5.43,29.26,1.15
-15.325,145.975,9.32,29.65,1.5
-15.325,146.225,11.24,29.82,1.6
-15.325,146.475,12.29,29.81,1.62
-15.325,146.725,12.34,29.76,1.54
-15.325,146.975,11.36,29.72,1.49
-15.325,147.225,10.31,29.47,1.27
-15.325,147.475,9.14,29.61,1.44
-15.325,147.725,9.14,29.76,1.6
-15.325,147.975,9.63,29.69,1.52
-15.325,148.225,10.25,29.53,1.39
-15.325,148.475,9.43,29.48,1.34
-15.325,148.725,9.6,29.74,1.59
-15.325,148.975,8.82,29.87,1.71
-15.325,149.225,8.48,29.93,1.77
-15.325,149.475,8.22,30.02,1.89
-15.325,149.725,8.79,30.02,1.92
-15.325,149.975,9.08,29.93,1.84
-15.325,150.225,8.62,29.96,1.88
-15.325,150.475,8.99,30.11,2.05
-15.325,150.725,7.49,30.16,2.11
-15.325,150.975,7.19,30.14,2.04
-15.325,151.225,8.58,30.04,1.92
-15.325,151.475,8.98,29.95,1.86
-15.325,151.725,9.36,29.93,1.8
-15.325,151.975,9.36,29.91,1.72
-15.325,152.225,9.89,29.93,1.74
-15.325,152.475,9.65,29.9,1.68
-15.325,152.725,8.51,29.91,1.61
-15.325,152.975,8.4,30.05,1.7
-15.325,153.225,8.04,30.06,1.66
-15.325,153.475,7.5,30.01,1.59
-15.325,153.725,7.69,30.07,1.68
-15.325,153.975,7.99,30.12,1.79
-15.375,145.425,3.31,29.12,0.95
-15.375,145.675,4.57,29.23,1.11
-15.375,145.925,8.44,29.58,1.46
-15.375,146.175,10.86,29.84,1.63
-15.375,146.425,11.76,29.85,1.66
-15.375,146.675,12.62,29.84,1.64
-15.375,146.925,11.7,29.78,1.55
-15.375,147.175,10.63,29.62,1.42
-15.375,147.425,9.76,29.59,1.4
-15.375,147.675,9.41,29.7,1.54
-15.375,147.925,8.76,29.68,1.5
-15.375,148.175,10.11,29.54,1.39
-15.375,148.425,9.44,29.42,1.28
-15.375,148.675,9.19,29.65,1.51
-15.375,148.925,8.95,29.84,1.7
-15.375,149.175,9.01,29.89,1.74
-15.375,149.425,8.9,29.97,1.83
-15.375,149.675,8.53,30.0,1.89
-15.375,149.925,9.3,29.92,1.83
-15.375,150.175,8.7,29.93,1.84
-15.375,150.425,8.96,30.07,1.99
-15.375,150.675,8.16,30.15,2.1
-15.375,150.925,7.4,30.1,2.02
-15.375,151.175,8.42,30.02,1.91
-15.375,151.425,9.34,29.96,1.87
-15.375,151.675,9.43,29.93,1.82
-15.375,151.925,9.42,29.9,1.73
-15.375,152.175,9.91,29.88,1.69
-15.375,152.425,9.75,29.91,1.7
-15.375,152.675,8.78,29.89,1.62
-15.375,152.925,8.2,29.99,1.66
-15.375,153.175,8.08,30.03,1.65
-15.375,153.425,7.9,29.99,1.6
-15.375,153.675,7.86,30.05,1.66
-15.375,153.925,7.79,30.11,1.78
-15.425,145.375,2.8,29.08,0.89
-15.425,145.625,3.71,29.22,1.08
-15.425,145.875,7.81,29.48,1.37
-15.425,146.125,10.69,29.82,1.63
-15.425,146.375,11.78,29.88,1.7
-15.425,146.625,12.55,29.91,1.73
-15.425,146.875,12.11,29.83,1.61
-15.425,147.125,10.97,29.74,1.53
-15.425,147.375,10.21,29.62,1.42
-15.425,147.625,9.61,29.67,1.5
-15.425,147.875,9.07,29.68,1.5
-15.425,148.125,9.47,29.56,1.39
-15.425,148.375,9.51,29.37,1.22
-15.425,148.625,8.89,29.55,1.41
-15.425,148.875,9.21,29.79,1.66
-15.425,149.125,9.29,29.86,1.72
-15.425,149.375,9.06,29.91,1.76
-15.425,149.625,8.48,29.97,1.85
-15.425,149.875,9.51,29.9,1.8
-15.425,150.125,8.7,29.91,1.81
-15.425,150.375,8.94,30.06,1.97
-15.425,150.625,8.73,30.12,2.07
-15.425,150.875,7.58,30.06,2.0
-15.425,151.125,8.55,30.0,1.9
-15.425,151.375,9.22,29.96,1.87
-15.425,151.625,9.93,29.93,1.83
-15.425,151.875,9.54,29.91,1.76
-15.425,152.125,9.72,29.81,1.63
-15.425,152.375,9.77,29.91,1.71
-15.425,152.625,9.41,29.89,1.64
-15.425,152.875,8.38,29.93,1.62
-15.425,153.125,8.46,29.99,1.64
-15.425,153.375,7.98,29.99,1.62
-15.425,153.625,7.87,30.05,1.68
-15.425,153.875,7.84,30.08,1.75
-15.475,145.275,2.44,29.02,0.81
-15.475,145.525,3.41,29.18,1.02
-15.475,145.775,6.18,29.32,1.21
-15.475,146.025,9.88,29.73,1.58
-15.475,146.275,11.43,29.91,1.73
-15.475,146.525,12.33,29.96,1.79
-15.475,146.775,12.39,29.88,1.68
-15.475,147.025,11.55,29.82,1.61
-15.475,147.275,10.73,29.74,1.53
-15.475,147.525,9.78,29.68,1.5
-15.475,147.775,9.05,29.69,1.52
-15.475,148.025,8.67,29.55,1.37
-15.475,148.275,9.59,29.43,1.27
-15.475,148.525,9.07,29.43,1.29
-15.475,148.775,8.66,29.68,1.57
-15.475,149.025,9.28,29.83,1.71
-15.475,149.275,9.81,29.86,1.71
-15.475,149.525,8.69,29.92,1.78
-15.475,149.775,9.6,29.89,1.78
-15.475,150.025,9.0,29.85,1.74
-15.475,150.275,8.62,30.01,1.89
-15.475,150.525,9.4,30.07,2.0
-15.475,150.775,7.97,30.08,2.03
-15.475,151.025,8.51,29.95,1.88
-15.475,151.275,9.08,29.94,1.84
-15.475,151.525,10.11,29.93,1.84
-15.475,151.775,9.91,29.94,1.82
-15.475,152.025,9.75,29.79,1.62
-15.475,152.275,9.8,29.86,1.68
-15.475,152.525,9.68,29.91,1.69
-15.475,152.775,8.82,29.92,1.64
-15.475,153.025,8.54,29.98,1.66
-15.475,153.275,8.23,29.99,1.64
-15.475,153.525,8.0,29.92,1.57
-15.475,153.775,7.69,30.05,1.71
-15.475,154.025,8.89,30.02,1.73
-15.525,145.475,3.35,29.16,0.98
-15.525,145.725,4.46,29.27,1.15
-15.525,145.975,8.84,29.66,1.53
-15.525,146.225,11.25,29.9,1.73
-15.525,146.475,12.03,30.0,1.84
-15.525,146.725,12.42,29.94,1.76
-15.525,146.975,11.42,29.85,1.65
-15.525,147.225,11.1,29.84,1.64
-15.525,147.475,10.26,29.69,1.51
-15.525,147.725,9.17,29.63,1.47
-15.525,147.975,8.72,29.53,1.35
-15.525,148.225,9.04,29.46,1.29
-15.525,148.475,8.93,29.39,1.24
-15.525,148.725,8.15,29.61,1.5
-15.525,148.975,9.09,29.81,1.7
-15.525,149.225,9.8,29.84,1.69
-15.525,149.475,9.45,29.86,1.72
-15.525,149.725,9.69,29.89,1.78
-15.525,149.975,9.09,29.82,1.7
-15.525,150.225,8.8,29.95,1.82
-15.525,150.475,9.24,30.03,1.95
-15.525,150.725,8.82,30.05,2.01
-15.525,150.975,8.7,29.92,1.87
-15.525,151.225,9.28,29.89,1.8
-15.525,151.475,10.23,29.92,1.83
-15.525,151.725,9.93,29.95,1.84
-15.525,151.975,10.15,29.78,1.62
-15.525,152.225,9.83,29.8,1.62
-15.525,152.475,9.61,29.91,1.7
-15.525,152.725,9.46,29.93,1.67
-15.525,152.975,8.57,29.96,1.67
-15.525,153.225,8.49,29.97,1.64
-15.525,153.475,8.55,29.84,1.51
-15.525,153.725,8.1,30.02,1.68
-15.525,153.975,8.92,30.02,1.72
-15.575,145.425,2.94,29.15,0.95
-15.575,145.675,4.61,29.24,1.11
-15.575,145.925,8.42,29.57,1.45
-15.575,146.175,10.8,29.87,1.71
-15.575,146.425,11.9,30.01,1.85
-15.575,146.675,12.46,29.93,1.76
-15.575,146.925,11.71,29.89,1.7
-15.575,147.175,11.56,29.8,1.61
-15.575,147.425,10.63,29.72,1.54
-15.575,147.675,9.36,29.58,1.43
-15.575,147.925,8.99,29.53,1.36
-15.575,148.175,8.97,29.45,1.27
-15.575,148.425,8.92,29.4,1.24
-15.575,148.675,8.28,29.53,1.42
-15.575,148.925,8.92,29.79,1.69
-15.575,149.175,9.87,29.83,1.69
-15.575,149.425,9.87,29.8,1.66
-15.575,149.675,9.98,29.89,1.77
-15.575,149.925,9.72,29.8,1.68
-15.575,150.175,8.71,29.89,1.75
-15.575,150.425,9.06,29.97,1.88
-15.575,150.675,9.19,30.02,1.98
-15.575,150.925,8.94,29.91,1.87
-15.575,151.175,9.64,29.85,1.78
-15.575,151.425,10.14,29.87,1.79
-15.575,151.675,10.01,29.91,1.81
-15.575,151.925,10.15,29.78,1.63
-15.575,152.175,9.9,29.78,1.61
-15.575,152.425,9.6,29.88,1.67
-15.575,152.675,9.54,29.93,1.68
