lat,lon,dhw,sst,ssta
-13.925,146.625,9.22,29.53,1.31
-13.925,146.875,10.03,29.67,1.41
-13.925,147.125,10.21,29.83,1.56
-13.925,147.375,11.03,30.03,1.78
-13.925,147.625,11.36,29.88,1.64
-13.925,147.875,11.26,29.72,1.46
-13.925,148.125,11.29,29.76,1.47
-13.925,148.375,11.06,29.77,1.47
-13.925,148.625,11.13,29.73,1.46
-13.925,148.875,10.87,29.74,1.48
-13.925,149.125,10.04,29.84,1.61
-13.925,149.375,10.3,29.97,1.76
-13.925,149.625,9.89,29.85,1.64
-13.925,149.875,9.9,29.86,1.65
-13.925,150.125,10.32,29.89,1.69
-13.925,150.375,11.3,29.86,1.67
-13.925,150.625,10.92,29.78,1.59
-13.925,150.875,10.64,29.85,1.64
-13.925,151.125,10.13,29.93,1.68
-13.925,151.375,9.26,29.97,1.7
-13.925,151.625,8.9,30.13,1.83
-13.925,151.875,8.83,30.29,1.94
-13.925,152.125,8.45,30.3,1.89
-13.925,152.375,8.09,30.15,1.71
-13.925,152.625,7.37,30.08,1.61
-13.925,152.875,7.79,30.09,1.63
-13.925,153.125,7.84,30.11,1.62
-13.925,153.375,8.11,30.05,1.54
-13.925,153.625,7.4,30.05,1.52
-13.925,153.875,7.25,30.09,1.56
-13.975,143.675,6.88,28.92,0.29
-13.975,143.925,5.86,28.71,0.28
-13.975,144.175,7.51,28.51,0.3
-13.975,144.425,6.47,28.54,0.41
-13.975,144.675,7.32,28.79,0.7
-13.975,144.925,9.0,29.03,0.9
-13.975,145.175,9.88,29.23,1.04
-13.975,145.425,9.63,29.37,1.14
-13.975,145.675,10.19,29.41,1.18
-13.975,145.925,8.71,29.27,1.06
-13.975,146.175,8.94,29.25,1.03
-13.975,146.425,8.84,29.44,1.24
-13.975,146.675,9.55,29.54,1.32
-13.975,146.925,10.08,29.7,1.45
-13.975,147.175,10.63,29.87,1.61
-13.975,147.425,11.19,29.98,1.74
-13.975,147.675,11.29,29.8,1.56
-13.975,147.925,10.96,29.7,1.44
-13.975,148.175,11.27,29.73,1.44
-13.975,148.425,11.21,29.71,1.42
-13.975,148.675,11.18,29.7,1.44
-13.975,148.925,10.86,29.73,1.47
-13.975,149.175,9.92,29.79,1.56
-13.975,149.425,10.28,29.84,1.62
-13.975,149.675,9.85,29.8,1.58
-13.975,149.925,9.92,29.85,1.64
-13.975,150.175,10.74,29.86,1.67
-13.975,150.425,11.48,29.81,1.63
-13.975,150.675,11.13,29.8,1.62
-13.975,150.925,10.67,29.86,1.66
-13.975,151.175,10.15,29.97,1.74
-13.975,151.425,9.2,29.99,1.73
-13.975,151.675,8.75,30.13,1.83
-13.975,151.925,8.88,30.26,1.9
-13.975,152.175,7.97,30.17,1.75
-13.975,152.425,8.04,30.09,1.64
-13.975,152.675,7.36,30.1,1.64
-13.975,152.925,7.89,30.11,1.64
-13.975,153.175,8.16,30.08,1.58
-13.975,153.425,7.94,30.05,1.53
-13.975,153.675,7.29,30.02,1.49
-13.975,153.925,7.13,30.07,1.55
-14.025,143.775,5.44,28.87,0.26
-14.025,144.025,6.64,28.64,0.27
-14.025,144.275,6.98,28.49,0.29
-14.025,144.525,6.43,28.6,0.47
-14.025,144.775,8.03,28.88,0.78
-14.025,145.025,8.94,29.05,0.9
-14.025,145.275,9.82,29.29,1.08
-14.025,145.525,9.59,29.34,1.1
-14.025,145.775,8.99,29.36,1.14
-14.025,146.025,8.54,29.24,1.02
-14.025,146.275,9.0,29.34,1.12
-14.025,146.525,9.03,29.54,1.34
-14.025,146.775,9.76,29.6,1.37
-14.025,147.025,10.4,29.76,1.51
-14.025,147.275,11.06,29.92,1.67
-14.025,147.525,11.16,29.93,1.69
-14.025,147.775,10.71,29.72,1.46
-14.025,148.025,10.81,29.71,1.43
-14.025,148.275,11.13,29.68,1.39
-14.025,148.525,11.33,29.68,1.41
-14.025,148.775,11.18,29.69,1.43
-14.025,149.025,10.27,29.72,1.47
-14.025,149.275,9.97,29.77,1.55
-14.025,149.525,10.08,29.74,1.51
-14.025,149.775,9.84,29.73,1.51
-14.025,150.025,10.49,29.86,1.65
-14.025,150.275,11.22,29.85,1.67
-14.025,150.525,11.26,29.76,1.6
-14.025,150.775,11.1,29.78,1.62
-14.025,151.025,10.37,29.89,1.7
-14.025,151.275,9.98,29.99,1.77
-14.025,151.525,9.29,30.04,1.78
-14.025,151.775,8.82,30.15,1.84
-14.025,152.025,8.88,30.19,1.81
-14.025,152.275,8.0,30.03,1.6
-14.025,152.525,7.55,30.08,1.63
-14.025,152.775,7.69,30.11,1.65
-14.025,153.025,8.35,30.09,1.61
-14.025,153.275,8.41,30.04,1.52
-14.025,153.525,7.8,30.01,1.48
-14.025,153.775,6.92,30.03,1.5
-14.025,154.025,6.84,30.04,1.52
-14.075,143.875,4.78,28.82,0.26
-14.075,144.125,6.44,28.59,0.26
-14.075,144.375,5.61,28.5,0.29
-14.075,144.625,6.76,28.7,0.57
-14.075,144.875,8.3,28.92,0.81
-14.075,145.125,9.1,29.1,0.93
-14.075,145.375,9.55,29.29,1.07
-14.075,145.625,8.93,29.34,1.1
-14.075,145.875,8.22,29.31,1.09
-14.075,146.125,8.33,29.3,1.06
-14.075,146.375,8.8,29.44,1.23
-14.075,146.625,9.42,29.61,1.4
-14.075,146.875,10.02,29.68,1.44
-14.075,147.125,10.75,29.85,1.6
-14.075,147.375,11.24,29.94,1.71
-14.075,147.625,10.73,29.82,1.57
-14.075,147.875,10.59,29.71,1.43
-14.075,148.125,10.67,29.7,1.42
-14.075,148.375,11.53,29.66,1.38
-14.075,148.625,11.3,29.69,1.44
-14.075,148.875,10.75,29.71,1.45
-14.075,149.125,9.75,29.7,1.46
-14.075,149.375,9.95,29.72,1.49
-14.075,149.625,9.57,29.7,1.47
-14.075,149.875,9.82,29.75,1.53
-14.075,150.125,10.95,29.86,1.67
-14.075,150.375,11.57,29.8,1.65
-14.075,150.625,11.47,29.76,1.61
-14.075,150.875,11.04,29.79,1.64
-14.075,151.125,10.25,29.95,1.77
-14.075,151.375,9.3,29.99,1.78
-14.075,151.625,9.37,30.07,1.81
-14.075,151.875,9.08,30.12,1.8
-14.075,152.125,8.38,30.05,1.65
-14.075,152.375,7.95,30.06,1.62
-14.075,152.625,7.21,30.11,1.66
-14.075,152.875,8.13,30.13,1.67
-14.075,153.125,8.18,30.04,1.54
-14.075,153.375,8.09,30.0,1.47
-14.075,153.625,7.1,29.97,1.44
-14.075,153.875,6.77,30.0,1.48
-14.125,143.725,7.1,28.96,0.28
-14.125,143.975,4.87,28.76,0.25
-14.125,144.225,5.48,28.56,0.25
-14.125,144.475,6.11,28.55,0.34
-14.125,144.725,6.86,28.79,0.67
-14.125,144.975,8.38,28.93,0.8
-14.125,145.225,9.22,29.17,0.98
-14.125,145.475,8.91,29.26,1.04
-14.125,145.725,8.18,29.34,1.11
-14.125,145.975,7.73,29.3,1.06
-14.125,146.225,8.41,29.38,1.14
-14.125,146.475,9.04,29.56,1.36
-14.125,146.725,9.69,29.66,1.44
-14.125,146.975,10.52,29.76,1.53
-14.125,147.225,11.31,29.93,1.69
-14.125,147.475,11.2,29.94,1.71
